characteristic, value, user_id, study_name, 
gender,f,11641244,alexandersanchez.exemplars1,
religion,none,11641244,alexandersanchez.exemplars1,
relfamily,null,11641244,alexandersanchez.exemplars1,
citizenship,vn,11641244,alexandersanchez.exemplars1,
residence,vn,11641244,alexandersanchez.exemplars1,
religionid,1,11641250,alexandersanchez.exemplars1,
birthyear,1994,11641250,alexandersanchez.exemplars1,
politicalid,2,11641250,alexandersanchez.exemplars1,
genoccupation,25-,11641250,alexandersanchez.exemplars1,
occupation,25-9000,11641250,alexandersanchez.exemplars1,
birthmonth,6,11641250,alexandersanchez.exemplars1,
education,9,11641250,alexandersanchez.exemplars1,
relfamily,atheist,11641250,alexandersanchez.exemplars1,
citizenship,de,11641250,alexandersanchez.exemplars1,
residence,de,11641250,alexandersanchez.exemplars1,
gender,m,11641250,alexandersanchez.exemplars1,
religion,none,11641250,alexandersanchez.exemplars1,
raceethnic,white,11641250,alexandersanchez.exemplars1,
politicalid,0,11641251,alexandersanchez.exemplars1,
birthmonth,10,11641251,alexandersanchez.exemplars1,
genoccupation,13-,11641251,alexandersanchez.exemplars1,
occupation,13-1000,11641251,alexandersanchez.exemplars1,
birthyear,1988,11641251,alexandersanchez.exemplars1,
religionid,3,11641251,alexandersanchez.exemplars1,
education,9,11641251,alexandersanchez.exemplars1,
religion,catholic,11641251,alexandersanchez.exemplars1,
citizenship,de,11641251,alexandersanchez.exemplars1,
residence,de,11641251,alexandersanchez.exemplars1,
gender,m,11641251,alexandersanchez.exemplars1,
relfamily,romancatholic,11641251,alexandersanchez.exemplars1,
raceethnic,white,11641251,alexandersanchez.exemplars1,
politicalid,0,11641256,alexandersanchez.exemplars1,
religionid,1,11641256,alexandersanchez.exemplars1,
birthmonth,11,11641256,alexandersanchez.exemplars1,
genoccupation,11-,11641256,alexandersanchez.exemplars1,
occupation,Nov-00,11641256,alexandersanchez.exemplars1,
birthyear,1975,11641256,alexandersanchez.exemplars1,
education,9,11641256,alexandersanchez.exemplars1,
relfamily,atheist,11641256,alexandersanchez.exemplars1,
gender,m,11641256,alexandersanchez.exemplars1,
religion,none,11641256,alexandersanchez.exemplars1,
multi_asian,null,11641256,alexandersanchez.exemplars1,
multi_black,null,11641256,alexandersanchez.exemplars1,
multi_hispanic,null,11641256,alexandersanchez.exemplars1,
multi_middleeastern,null,11641256,alexandersanchez.exemplars1,
multi_native,null,11641256,alexandersanchez.exemplars1,
multi_pacificislander,null,11641256,alexandersanchez.exemplars1,
multi_white,null,11641256,alexandersanchez.exemplars1,
residence,pl,11641256,alexandersanchez.exemplars1,
citizenship,pt,11641256,alexandersanchez.exemplars1,
raceethnic,white,11641256,alexandersanchez.exemplars1,
politicalid,1,11641258,alexandersanchez.exemplars1,
religionid,1,11641258,alexandersanchez.exemplars1,
birthyear,1991,11641258,alexandersanchez.exemplars1,
genoccupation,21-,11641258,alexandersanchez.exemplars1,
occupation,21-1000,11641258,alexandersanchez.exemplars1,
birthmonth,6,11641258,alexandersanchez.exemplars1,
education,7,11641258,alexandersanchez.exemplars1,
relfamily,atheist,11641258,alexandersanchez.exemplars1,
citizenship,de,11641258,alexandersanchez.exemplars1,
residence,de,11641258,alexandersanchez.exemplars1,
gender,f,11641258,alexandersanchez.exemplars1,
religion,none,11641258,alexandersanchez.exemplars1,
raceethnic,white,11641258,alexandersanchez.exemplars1,
genoccupation,11-,11641263,alexandersanchez.exemplars1,
occupation,Nov-00,11641263,alexandersanchez.exemplars1,
birthyear,1983,11641263,alexandersanchez.exemplars1,
politicalid,2,11641263,alexandersanchez.exemplars1,
birthmonth,5,11641263,alexandersanchez.exemplars1,
education,9,11641263,alexandersanchez.exemplars1,
citizenship,de,11641263,alexandersanchez.exemplars1,
residence,de,11641263,alexandersanchez.exemplars1,
gender,f,11641263,alexandersanchez.exemplars1,
religion,null,11641263,alexandersanchez.exemplars1,
religionid,null,11641263,alexandersanchez.exemplars1,
raceethnic,white,11641263,alexandersanchez.exemplars1,
politicalid,1,11641264,alexandersanchez.exemplars1,
religionid,1,11641264,alexandersanchez.exemplars1,
birthyear,1989,11641264,alexandersanchez.exemplars1,
genoccupation,43-,11641264,alexandersanchez.exemplars1,
occupation,43-6000,11641264,alexandersanchez.exemplars1,
birthmonth,6,11641264,alexandersanchez.exemplars1,
education,9,11641264,alexandersanchez.exemplars1,
raceethnic,asian,11641264,alexandersanchez.exemplars1,
citizenship,cn,11641264,alexandersanchez.exemplars1,
residence,cn,11641264,alexandersanchez.exemplars1,
gender,m,11641264,alexandersanchez.exemplars1,
religion,none,11641264,alexandersanchez.exemplars1,
relfamily,othernone,11641264,alexandersanchez.exemplars1,
multi_black,1,11641271,alexandersanchez.exemplars1,
birthmonth,11,11641271,alexandersanchez.exemplars1,
birthyear,1976,11641271,alexandersanchez.exemplars1,
politicalid,2,11641271,alexandersanchez.exemplars1,
religionid,4,11641271,alexandersanchez.exemplars1,
genoccupation,43-,11641271,alexandersanchez.exemplars1,
occupation,43-3000,11641271,alexandersanchez.exemplars1,
education,6,11641271,alexandersanchez.exemplars1,
religion,catholic,11641271,alexandersanchez.exemplars1,
gender,f,11641271,alexandersanchez.exemplars1,
raceethnic,multi,11641271,alexandersanchez.exemplars1,
citizenship,na,11641271,alexandersanchez.exemplars1,
residence,na,11641271,alexandersanchez.exemplars1,
multi_asian,null,11641271,alexandersanchez.exemplars1,
multi_hispanic,null,11641271,alexandersanchez.exemplars1,
multi_middleeastern,null,11641271,alexandersanchez.exemplars1,
multi_native,null,11641271,alexandersanchez.exemplars1,
multi_pacificislander,null,11641271,alexandersanchez.exemplars1,
multi_white,null,11641271,alexandersanchez.exemplars1,
relfamily,romancatholic,11641271,alexandersanchez.exemplars1,
politicalid,0,11641273,alexandersanchez.exemplars1,
religionid,1,11641273,alexandersanchez.exemplars1,
birthmonth,11,11641273,alexandersanchez.exemplars1,
genoccupation,11-,11641273,alexandersanchez.exemplars1,
occupation,Nov-00,11641273,alexandersanchez.exemplars1,
birthyear,1974,11641273,alexandersanchez.exemplars1,
education,9,11641273,alexandersanchez.exemplars1,
religion,catholic,11641273,alexandersanchez.exemplars1,
citizenship,de,11641273,alexandersanchez.exemplars1,
residence,de,11641273,alexandersanchez.exemplars1,
gender,f,11641273,alexandersanchez.exemplars1,
relfamily,romancatholic,11641273,alexandersanchez.exemplars1,
raceethnic,white,11641273,alexandersanchez.exemplars1,
politicalid,0,11641274,alexandersanchez.exemplars1,
birthyear,1977,11641274,alexandersanchez.exemplars1,
religionid,2,11641274,alexandersanchez.exemplars1,
genoccupation,23-,11641274,alexandersanchez.exemplars1,
occupation,23-1000,11641274,alexandersanchez.exemplars1,
birthmonth,6,11641274,alexandersanchez.exemplars1,
education,9,11641274,alexandersanchez.exemplars1,
religion,catholic,11641274,alexandersanchez.exemplars1,
citizenship,de,11641274,alexandersanchez.exemplars1,
residence,de,11641274,alexandersanchez.exemplars1,
gender,f,11641274,alexandersanchez.exemplars1,
relfamily,romancatholic,11641274,alexandersanchez.exemplars1,
raceethnic,white,11641274,alexandersanchez.exemplars1,
politicalid,0,11641277,alexandersanchez.exemplars1,
genoccupation,11-,11641277,alexandersanchez.exemplars1,
occupation,Nov-00,11641277,alexandersanchez.exemplars1,
birthyear,1966,11641277,alexandersanchez.exemplars1,
religionid,2,11641277,alexandersanchez.exemplars1,
birthmonth,3,11641277,alexandersanchez.exemplars1,
education,7,11641277,alexandersanchez.exemplars1,
gender,m,11641277,alexandersanchez.exemplars1,
reldenom,nondenominational,11641277,alexandersanchez.exemplars1,
relfamily,nondenominational,11641277,alexandersanchez.exemplars1,
state,nv,11641277,alexandersanchez.exemplars1,
raceethnic,pacificislander,11641277,alexandersanchez.exemplars1,
religion,protestant,11641277,alexandersanchez.exemplars1,
citizenship,us,11641277,alexandersanchez.exemplars1,
residence,us,11641277,alexandersanchez.exemplars1,
politicalid,0,11641278,alexandersanchez.exemplars1,
religionid,1,11641278,alexandersanchez.exemplars1,
genoccupation,17-,11641278,alexandersanchez.exemplars1,
birthyear,1993,11641278,alexandersanchez.exemplars1,
birthmonth,2,11641278,alexandersanchez.exemplars1,
education,9,11641278,alexandersanchez.exemplars1,
relfamily,agnostic,11641278,alexandersanchez.exemplars1,
gender,m,11641278,alexandersanchez.exemplars1,
religion,none,11641278,alexandersanchez.exemplars1,
occupation,null,11641278,alexandersanchez.exemplars1,
citizenship,uk,11641278,alexandersanchez.exemplars1,
residence,uk,11641278,alexandersanchez.exemplars1,
raceethnic,white,11641278,alexandersanchez.exemplars1,
politicalid,0,11641287,alexandersanchez.exemplars1,
birthmonth,11,11641287,alexandersanchez.exemplars1,
birthyear,2001,11641287,alexandersanchez.exemplars1,
genoccupation,25-,11641287,alexandersanchez.exemplars1,
occupation,25-9999,11641287,alexandersanchez.exemplars1,
education,5,11641287,alexandersanchez.exemplars1,
state,as,11641287,alexandersanchez.exemplars1,
raceethnic,asian,11641287,alexandersanchez.exemplars1,
gender,f,11641287,alexandersanchez.exemplars1,
religion,null,11641287,alexandersanchez.exemplars1,
religionid,null,11641287,alexandersanchez.exemplars1,
citizenship,us,11641287,alexandersanchez.exemplars1,
residence,us,11641287,alexandersanchez.exemplars1,
birthmonth,12,11641289,alexandersanchez.exemplars1,
birthyear,1999,11641289,alexandersanchez.exemplars1,
politicalid,2,11641289,alexandersanchez.exemplars1,
genoccupation,25-,11641289,alexandersanchez.exemplars1,
occupation,25-9999,11641289,alexandersanchez.exemplars1,
religionid,3,11641289,alexandersanchez.exemplars1,
education,5,11641289,alexandersanchez.exemplars1,
raceethnic,black,11641289,alexandersanchez.exemplars1,
gender,f,11641289,alexandersanchez.exemplars1,
state,in,11641289,alexandersanchez.exemplars1,
relfamily,interfaith,11641289,alexandersanchez.exemplars1,
religion,otherrelig,11641289,alexandersanchez.exemplars1,
citizenship,us,11641289,alexandersanchez.exemplars1,
residence,us,11641289,alexandersanchez.exemplars1,
politicalid,0,11641290,alexandersanchez.exemplars1,
birthmonth,11,11641290,alexandersanchez.exemplars1,
birthyear,1980,11641290,alexandersanchez.exemplars1,
religionid,2,11641290,alexandersanchez.exemplars1,
education,4,11641290,alexandersanchez.exemplars1,
genoccupation,43-,11641290,alexandersanchez.exemplars1,
occupation,43-4000,11641290,alexandersanchez.exemplars1,
reldenom,christianchurches,11641290,alexandersanchez.exemplars1,
relfamily,churchofchrist,11641290,alexandersanchez.exemplars1,
gender,f,11641290,alexandersanchez.exemplars1,
religion,protestant,11641290,alexandersanchez.exemplars1,
citizenship,uk,11641290,alexandersanchez.exemplars1,
residence,uk,11641290,alexandersanchez.exemplars1,
raceethnic,white,11641290,alexandersanchez.exemplars1,
politicalid,0,11641291,alexandersanchez.exemplars1,
religionid,1,11641291,alexandersanchez.exemplars1,
birthyear,1981,11641291,alexandersanchez.exemplars1,
birthmonth,2,11641291,alexandersanchez.exemplars1,
education,4,11641291,alexandersanchez.exemplars1,
genoccupation,43-,11641291,alexandersanchez.exemplars1,
occupation,43-7000,11641291,alexandersanchez.exemplars1,
relfamily,atheist,11641291,alexandersanchez.exemplars1,
gender,f,11641291,alexandersanchez.exemplars1,
citizenship,fr,11641291,alexandersanchez.exemplars1,
residence,fr,11641291,alexandersanchez.exemplars1,
religion,none,11641291,alexandersanchez.exemplars1,
raceethnic,white,11641291,alexandersanchez.exemplars1,
politicalid,0,11641295,alexandersanchez.exemplars1,
birthmonth,10,11641295,alexandersanchez.exemplars1,
birthyear,1999,11641295,alexandersanchez.exemplars1,
religionid,3,11641295,alexandersanchez.exemplars1,
education,5,11641295,alexandersanchez.exemplars1,
genoccupation,9998,11641295,alexandersanchez.exemplars1,
raceethnic,asian,11641295,alexandersanchez.exemplars1,
religion,catholic,11641295,alexandersanchez.exemplars1,
gender,f,11641295,alexandersanchez.exemplars1,
citizenship,ph,11641295,alexandersanchez.exemplars1,
residence,ph,11641295,alexandersanchez.exemplars1,
relfamily,romancatholic,11641295,alexandersanchez.exemplars1,
politicalid,0,11641296,alexandersanchez.exemplars1,
birthmonth,1,11641296,alexandersanchez.exemplars1,
genoccupation,17-,11641296,alexandersanchez.exemplars1,
occupation,17-2000,11641296,alexandersanchez.exemplars1,
birthyear,1973,11641296,alexandersanchez.exemplars1,
religionid,2,11641296,alexandersanchez.exemplars1,
education,9,11641296,alexandersanchez.exemplars1,
residence,be,11641296,alexandersanchez.exemplars1,
religion,catholic,11641296,alexandersanchez.exemplars1,
citizenship,it,11641296,alexandersanchez.exemplars1,
gender,m,11641296,alexandersanchez.exemplars1,
relfamily,romancatholic,11641296,alexandersanchez.exemplars1,
raceethnic,white,11641296,alexandersanchez.exemplars1,
politicalid,-2,11641299,alexandersanchez.exemplars1,
birthyear,1979,11641299,alexandersanchez.exemplars1,
birthmonth,2,11641299,alexandersanchez.exemplars1,
genoccupation,21-,11641299,alexandersanchez.exemplars1,
occupation,21-1000,11641299,alexandersanchez.exemplars1,
religionid,4,11641299,alexandersanchez.exemplars1,
education,9,11641299,alexandersanchez.exemplars1,
raceethnic,asian,11641299,alexandersanchez.exemplars1,
citizenship,in,11641299,alexandersanchez.exemplars1,
residence,in,11641299,alexandersanchez.exemplars1,
gender,m,11641299,alexandersanchez.exemplars1,
religion,muslim,11641299,alexandersanchez.exemplars1,
relfamily,sunni,11641299,alexandersanchez.exemplars1,
politicalid,1,11641300,alexandersanchez.exemplars1,
religionid,1,11641300,alexandersanchez.exemplars1,
genoccupation,13-,11641300,alexandersanchez.exemplars1,
occupation,13-1000,11641300,alexandersanchez.exemplars1,
birthyear,1989,11641300,alexandersanchez.exemplars1,
birthmonth,6,11641300,alexandersanchez.exemplars1,
education,7,11641300,alexandersanchez.exemplars1,
gender,f,11641300,alexandersanchez.exemplars1,
citizenship,nl,11641300,alexandersanchez.exemplars1,
residence,nl,11641300,alexandersanchez.exemplars1,
religion,none,11641300,alexandersanchez.exemplars1,
relfamily,null,11641300,alexandersanchez.exemplars1,
raceethnic,white,11641300,alexandersanchez.exemplars1,
birthmonth,11,11641303,alexandersanchez.exemplars1,
genoccupation,11-,11641303,alexandersanchez.exemplars1,
occupation,Nov-00,11641303,alexandersanchez.exemplars1,
birthyear,1984,11641303,alexandersanchez.exemplars1,
politicalid,2,11641303,alexandersanchez.exemplars1,
religionid,2,11641303,alexandersanchez.exemplars1,
education,9,11641303,alexandersanchez.exemplars1,
religion,catholic,11641303,alexandersanchez.exemplars1,
gender,m,11641303,alexandersanchez.exemplars1,
relfamily,serbian,11641303,alexandersanchez.exemplars1,
citizenship,sx,11641303,alexandersanchez.exemplars1,
residence,sx,11641303,alexandersanchez.exemplars1,
raceethnic,white,11641303,alexandersanchez.exemplars1,
politicalid,1,11641304,alexandersanchez.exemplars1,
religionid,1,11641304,alexandersanchez.exemplars1,
genoccupation,11-,11641304,alexandersanchez.exemplars1,
occupation,Nov-00,11641304,alexandersanchez.exemplars1,
birthyear,1988,11641304,alexandersanchez.exemplars1,
education,7,11641304,alexandersanchez.exemplars1,
birthmonth,9,11641304,alexandersanchez.exemplars1,
relfamily,agnostic,11641304,alexandersanchez.exemplars1,
gender,f,11641304,alexandersanchez.exemplars1,
religion,none,11641304,alexandersanchez.exemplars1,
citizenship,nz,11641304,alexandersanchez.exemplars1,
residence,uk,11641304,alexandersanchez.exemplars1,
raceethnic,white,11641304,alexandersanchez.exemplars1,
religionid,1,11641305,alexandersanchez.exemplars1,
birthyear,1973,11641305,alexandersanchez.exemplars1,
politicalid,3,11641305,alexandersanchez.exemplars1,
education,5,11641305,alexandersanchez.exemplars1,
birthmonth,9,11641305,alexandersanchez.exemplars1,
gender,f,11641305,alexandersanchez.exemplars1,
religion,none,11641305,alexandersanchez.exemplars1,
genoccupation,null,11641305,alexandersanchez.exemplars1,
relfamily,spiritual,11641305,alexandersanchez.exemplars1,
citizenship,uk,11641305,alexandersanchez.exemplars1,
residence,uk,11641305,alexandersanchez.exemplars1,
raceethnic,white,11641305,alexandersanchez.exemplars1,
religionid,1,11641310,alexandersanchez.exemplars1,
birthyear,1994,11641310,alexandersanchez.exemplars1,
politicalid,3,11641310,alexandersanchez.exemplars1,
education,7,11641310,alexandersanchez.exemplars1,
birthmonth,9,11641310,alexandersanchez.exemplars1,
relfamily,agnostic,11641310,alexandersanchez.exemplars1,
raceethnic,black,11641310,alexandersanchez.exemplars1,
gender,m,11641310,alexandersanchez.exemplars1,
religion,none,11641310,alexandersanchez.exemplars1,
genoccupation,null,11641310,alexandersanchez.exemplars1,
occupation,null,11641310,alexandersanchez.exemplars1,
citizenship,uk,11641310,alexandersanchez.exemplars1,
residence,uk,11641310,alexandersanchez.exemplars1,
religionid,1,11641312,alexandersanchez.exemplars1,
birthyear,1998,11641312,alexandersanchez.exemplars1,
politicalid,2,11641312,alexandersanchez.exemplars1,
genoccupation,25-,11641312,alexandersanchez.exemplars1,
birthmonth,6,11641312,alexandersanchez.exemplars1,
education,7,11641312,alexandersanchez.exemplars1,
gender,f,11641312,alexandersanchez.exemplars1,
religion,none,11641312,alexandersanchez.exemplars1,
occupation,null,11641312,alexandersanchez.exemplars1,
relfamily,othernone,11641312,alexandersanchez.exemplars1,
citizenship,uk,11641312,alexandersanchez.exemplars1,
residence,uk,11641312,alexandersanchez.exemplars1,
raceethnic,white,11641312,alexandersanchez.exemplars1,
religionid,1,11641314,alexandersanchez.exemplars1,
genoccupation,11-,11641314,alexandersanchez.exemplars1,
occupation,Nov-00,11641314,alexandersanchez.exemplars1,
education,14,11641314,alexandersanchez.exemplars1,
birthyear,1991,11641314,alexandersanchez.exemplars1,
birthmonth,3,11641314,alexandersanchez.exemplars1,
politicalid,3,11641314,alexandersanchez.exemplars1,
raceethnic,asian,11641314,alexandersanchez.exemplars1,
relfamily,atheist,11641314,alexandersanchez.exemplars1,
citizenship,in,11641314,alexandersanchez.exemplars1,
residence,in,11641314,alexandersanchez.exemplars1,
gender,m,11641314,alexandersanchez.exemplars1,
religion,none,11641314,alexandersanchez.exemplars1,
religionid,1,11641324,alexandersanchez.exemplars1,
politicalid,2,11641324,alexandersanchez.exemplars1,
birthyear,2006,11641324,alexandersanchez.exemplars1,
birthmonth,3,11641324,alexandersanchez.exemplars1,
education,3,11641324,alexandersanchez.exemplars1,
genoccupation,9998,11641324,alexandersanchez.exemplars1,
relfamily,agnostic,11641324,alexandersanchez.exemplars1,
citizenship,au,11641324,alexandersanchez.exemplars1,
residence,au,11641324,alexandersanchez.exemplars1,
gender,f,11641324,alexandersanchez.exemplars1,
religion,none,11641324,alexandersanchez.exemplars1,
raceethnic,white,11641324,alexandersanchez.exemplars1,
politicalid,0,11641328,alexandersanchez.exemplars1,
birthyear,1970,11641328,alexandersanchez.exemplars1,
education,3,11641328,alexandersanchez.exemplars1,
religionid,4,11641328,alexandersanchez.exemplars1,
genoccupation,43-,11641328,alexandersanchez.exemplars1,
occupation,43-6000,11641328,alexandersanchez.exemplars1,
birthmonth,5,11641328,alexandersanchez.exemplars1,
citizenship,de,11641328,alexandersanchez.exemplars1,
residence,de,11641328,alexandersanchez.exemplars1,
reldenom,evangelicallutheran,11641328,alexandersanchez.exemplars1,
relfamily,lutheran,11641328,alexandersanchez.exemplars1,
gender,m,11641328,alexandersanchez.exemplars1,
religion,protestant,11641328,alexandersanchez.exemplars1,
raceethnic,white,11641328,alexandersanchez.exemplars1,
genoccupation,11-,11641330,alexandersanchez.exemplars1,
occupation,Nov-00,11641330,alexandersanchez.exemplars1,
birthyear,1987,11641330,alexandersanchez.exemplars1,
politicalid,2,11641330,alexandersanchez.exemplars1,
religionid,2,11641330,alexandersanchez.exemplars1,
education,7,11641330,alexandersanchez.exemplars1,
birthmonth,8,11641330,alexandersanchez.exemplars1,
relfamily,anglican,11641330,alexandersanchez.exemplars1,
reldenom,churchofengland,11641330,alexandersanchez.exemplars1,
gender,m,11641330,alexandersanchez.exemplars1,
religion,protestant,11641330,alexandersanchez.exemplars1,
residence,sm,11641330,alexandersanchez.exemplars1,
citizenship,uk,11641330,alexandersanchez.exemplars1,
raceethnic,white,11641330,alexandersanchez.exemplars1,
politicalid,-1,11641331,alexandersanchez.exemplars1,
religionid,1,11641331,alexandersanchez.exemplars1,
birthmonth,12,11641331,alexandersanchez.exemplars1,
education,2,11641331,alexandersanchez.exemplars1,
birthyear,2002,11641331,alexandersanchez.exemplars1,
citizenship,nl,11641331,alexandersanchez.exemplars1,
residence,nl,11641331,alexandersanchez.exemplars1,
religion,none,11641331,alexandersanchez.exemplars1,
gender,null,11641331,alexandersanchez.exemplars1,
genoccupation,null,11641331,alexandersanchez.exemplars1,
relfamily,othernone,11641331,alexandersanchez.exemplars1,
raceethnic,white,11641331,alexandersanchez.exemplars1,
genoccupation,11-,11641333,alexandersanchez.exemplars1,
occupation,Nov-00,11641333,alexandersanchez.exemplars1,
birthmonth,12,11641333,alexandersanchez.exemplars1,
birthyear,1987,11641333,alexandersanchez.exemplars1,
politicalid,2,11641333,alexandersanchez.exemplars1,
education,7,11641333,alexandersanchez.exemplars1,
relfamily,agnostic,11641333,alexandersanchez.exemplars1,
gender,m,11641333,alexandersanchez.exemplars1,
religion,none,11641333,alexandersanchez.exemplars1,
religionid,null,11641333,alexandersanchez.exemplars1,
citizenship,uk,11641333,alexandersanchez.exemplars1,
residence,uk,11641333,alexandersanchez.exemplars1,
raceethnic,white,11641333,alexandersanchez.exemplars1,
politicalid,1,11641334,alexandersanchez.exemplars1,
birthyear,1960,11641334,alexandersanchez.exemplars1,
genoccupation,25-,11641334,alexandersanchez.exemplars1,
occupation,25-1000,11641334,alexandersanchez.exemplars1,
religionid,4,11641334,alexandersanchez.exemplars1,
birthmonth,6,11641334,alexandersanchez.exemplars1,
education,7,11641334,alexandersanchez.exemplars1,
relfamily,anglican,11641334,alexandersanchez.exemplars1,
reldenom,churchofengland,11641334,alexandersanchez.exemplars1,
gender,m,11641334,alexandersanchez.exemplars1,
religion,protestant,11641334,alexandersanchez.exemplars1,
citizenship,uk,11641334,alexandersanchez.exemplars1,
residence,uk,11641334,alexandersanchez.exemplars1,
raceethnic,white,11641334,alexandersanchez.exemplars1,
religionid,1,11641335,alexandersanchez.exemplars1,
birthyear,1962,11641335,alexandersanchez.exemplars1,
genoccupation,25-,11641335,alexandersanchez.exemplars1,
occupation,25-2000,11641335,alexandersanchez.exemplars1,
politicalid,3,11641335,alexandersanchez.exemplars1,
birthmonth,6,11641335,alexandersanchez.exemplars1,
education,9,11641335,alexandersanchez.exemplars1,
relfamily,atheist,11641335,alexandersanchez.exemplars1,
gender,m,11641335,alexandersanchez.exemplars1,
religion,none,11641335,alexandersanchez.exemplars1,
state,pa,11641335,alexandersanchez.exemplars1,
citizenship,us,11641335,alexandersanchez.exemplars1,
residence,us,11641335,alexandersanchez.exemplars1,
raceethnic,white,11641335,alexandersanchez.exemplars1,
politicalid,1,11641337,alexandersanchez.exemplars1,
religionid,2,11641337,alexandersanchez.exemplars1,
birthyear,2002,11641337,alexandersanchez.exemplars1,
education,4,11641337,alexandersanchez.exemplars1,
genoccupation,41-,11641337,alexandersanchez.exemplars1,
occupation,41-2000,11641337,alexandersanchez.exemplars1,
birthmonth,6,11641337,alexandersanchez.exemplars1,
citizenship,ca,11641337,alexandersanchez.exemplars1,
residence,ca,11641337,alexandersanchez.exemplars1,
gender,m,11641337,alexandersanchez.exemplars1,
reldenom,null,11641337,alexandersanchez.exemplars1,
relfamily,null,11641337,alexandersanchez.exemplars1,
state,on,11641337,alexandersanchez.exemplars1,
religion,protestant,11641337,alexandersanchez.exemplars1,
raceethnic,white,11641337,alexandersanchez.exemplars1,
birthyear,1999,11641339,alexandersanchez.exemplars1,
politicalid,2,11641339,alexandersanchez.exemplars1,
genoccupation,25-,11641339,alexandersanchez.exemplars1,
occupation,25-9999,11641339,alexandersanchez.exemplars1,
religionid,3,11641339,alexandersanchez.exemplars1,
birthmonth,4,11641339,alexandersanchez.exemplars1,
education,5,11641339,alexandersanchez.exemplars1,
gender,f,11641339,alexandersanchez.exemplars1,
state,ga,11641339,alexandersanchez.exemplars1,
reldenom,pca,11641339,alexandersanchez.exemplars1,
relfamily,presbyterian,11641339,alexandersanchez.exemplars1,
religion,protestant,11641339,alexandersanchez.exemplars1,
residence,sm,11641339,alexandersanchez.exemplars1,
citizenship,us,11641339,alexandersanchez.exemplars1,
raceethnic,white,11641339,alexandersanchez.exemplars1,
politicalid,-3,11641347,alexandersanchez.exemplars1,
birthyear,1980,11641347,alexandersanchez.exemplars1,
religionid,2,11641347,alexandersanchez.exemplars1,
birthmonth,6,11641347,alexandersanchez.exemplars1,
education,6,11641347,alexandersanchez.exemplars1,
genoccupation,9998,11641347,alexandersanchez.exemplars1,
religion,catholic,11641347,alexandersanchez.exemplars1,
gender,f,11641347,alexandersanchez.exemplars1,
state,oh,11641347,alexandersanchez.exemplars1,
relfamily,romancatholic,11641347,alexandersanchez.exemplars1,
citizenship,us,11641347,alexandersanchez.exemplars1,
residence,us,11641347,alexandersanchez.exemplars1,
raceethnic,white,11641347,alexandersanchez.exemplars1,
politicalid,0,11641349,alexandersanchez.exemplars1,
birthyear,1985,11641349,alexandersanchez.exemplars1,
genoccupation,25-,11641349,alexandersanchez.exemplars1,
occupation,25-2000,11641349,alexandersanchez.exemplars1,
religionid,3,11641349,alexandersanchez.exemplars1,
birthmonth,6,11641349,alexandersanchez.exemplars1,
education,8,11641349,alexandersanchez.exemplars1,
gender,f,11641349,alexandersanchez.exemplars1,
relfamily,methodist,11641349,alexandersanchez.exemplars1,
state,pa,11641349,alexandersanchez.exemplars1,
religion,protestant,11641349,alexandersanchez.exemplars1,
residence,sm,11641349,alexandersanchez.exemplars1,
reldenom,unitedmethodist,11641349,alexandersanchez.exemplars1,
citizenship,us,11641349,alexandersanchez.exemplars1,
raceethnic,white,11641349,alexandersanchez.exemplars1,
birthmonth,1,11641350,alexandersanchez.exemplars1,
religionid,1,11641350,alexandersanchez.exemplars1,
genoccupation,11-,11641350,alexandersanchez.exemplars1,
occupation,Nov-00,11641350,alexandersanchez.exemplars1,
birthyear,1975,11641350,alexandersanchez.exemplars1,
politicalid,2,11641350,alexandersanchez.exemplars1,
education,9,11641350,alexandersanchez.exemplars1,
relfamily,atheist,11641350,alexandersanchez.exemplars1,
gender,m,11641350,alexandersanchez.exemplars1,
religion,none,11641350,alexandersanchez.exemplars1,
citizenship,uk,11641350,alexandersanchez.exemplars1,
residence,uk,11641350,alexandersanchez.exemplars1,
raceethnic,white,11641350,alexandersanchez.exemplars1,
politicalid,0,11641354,alexandersanchez.exemplars1,
education,14,11641354,alexandersanchez.exemplars1,
birthyear,1961,11641354,alexandersanchez.exemplars1,
genoccupation,25-,11641354,alexandersanchez.exemplars1,
occupation,25-2000,11641354,alexandersanchez.exemplars1,
birthmonth,4,11641354,alexandersanchez.exemplars1,
religionid,4,11641354,alexandersanchez.exemplars1,
reldenom,evangelicallutheran,11641354,alexandersanchez.exemplars1,
gender,f,11641354,alexandersanchez.exemplars1,
relfamily,lutheran,11641354,alexandersanchez.exemplars1,
state,pa,11641354,alexandersanchez.exemplars1,
religion,protestant,11641354,alexandersanchez.exemplars1,
citizenship,us,11641354,alexandersanchez.exemplars1,
residence,us,11641354,alexandersanchez.exemplars1,
raceethnic,white,11641354,alexandersanchez.exemplars1,
religionid,1,11641360,alexandersanchez.exemplars1,
birthyear,1984,11641360,alexandersanchez.exemplars1,
politicalid,2,11641360,alexandersanchez.exemplars1,
genoccupation,25-,11641360,alexandersanchez.exemplars1,
occupation,25-2000,11641360,alexandersanchez.exemplars1,
birthmonth,8,11641360,alexandersanchez.exemplars1,
education,9,11641360,alexandersanchez.exemplars1,
religion,catholic,11641360,alexandersanchez.exemplars1,
gender,m,11641360,alexandersanchez.exemplars1,
state,pa,11641360,alexandersanchez.exemplars1,
