task_number, question_number, questionnaire_name, question_name, question_response, attempt, study_name, session_id
4,11,pretest,capone_r,-63,1,alexandersanchez.exemplars1,14045107
4,12,pretest,bundy1rt,3947,1,alexandersanchez.exemplars1,14045107
4,12,pretest,bundy1,1,1,alexandersanchez.exemplars1,14045107
4,13,pretest,bundy_rrt,2254,1,alexandersanchez.exemplars1,14045107
4,13,pretest,bundy_r,-98,1,alexandersanchez.exemplars1,14045107
4,14,pretest,manson1rt,8269,1,alexandersanchez.exemplars1,14045107
4,14,pretest,manson1,1,1,alexandersanchez.exemplars1,14045107
4,15,pretest,manson_rrt,2692,1,alexandersanchez.exemplars1,14045107
4,15,pretest,manson_r,-68,1,alexandersanchez.exemplars1,14045107
4,16,pretest,gotti1rt,4224,1,alexandersanchez.exemplars1,14045107
4,16,pretest,gotti1,2,1,alexandersanchez.exemplars1,14045107
4,17,pretest,wonder1rt,3153,1,alexandersanchez.exemplars1,14045107
4,17,pretest,wonder1,1,1,alexandersanchez.exemplars1,14045107
4,18,pretest,wonder_rrt,2284,1,alexandersanchez.exemplars1,14045107
4,18,pretest,wonder_r,71,1,alexandersanchez.exemplars1,14045107
4,19,pretest,denzel1rt,2594,1,alexandersanchez.exemplars1,14045107
4,19,pretest,denzel1,1,1,alexandersanchez.exemplars1,14045107
4,20,pretest,denzel_rrt,3852,1,alexandersanchez.exemplars1,14045107
4,20,pretest,denzel_r,45,1,alexandersanchez.exemplars1,14045107
4,21,pretest,harvey1rt,5232,1,alexandersanchez.exemplars1,14045107
4,21,pretest,harvey1,1,1,alexandersanchez.exemplars1,14045107
4,22,pretest,harvey_rrt,3469,1,alexandersanchez.exemplars1,14045107
4,22,pretest,harvey_r,-19,1,alexandersanchez.exemplars1,14045107
4,23,pretest,smith1rt,3785,1,alexandersanchez.exemplars1,14045107
4,23,pretest,smith1,1,1,alexandersanchez.exemplars1,14045107
4,24,pretest,smith_rrt,1876,1,alexandersanchez.exemplars1,14045107
4,24,pretest,smith_r,48,1,alexandersanchez.exemplars1,14045107
4,25,pretest,rock1rt,3623,1,alexandersanchez.exemplars1,14045107
4,25,pretest,rock1,1,1,alexandersanchez.exemplars1,14045107
4,26,pretest,rock_rrt,2197,1,alexandersanchez.exemplars1,14045107
4,26,pretest,rock_r,69,1,alexandersanchez.exemplars1,14045107
4,27,pretest,stern1rt,5830,1,alexandersanchez.exemplars1,14045107
4,27,pretest,stern1,2,1,alexandersanchez.exemplars1,14045107
4,28,pretest,lewis1rt,4046,1,alexandersanchez.exemplars1,14045107
4,28,pretest,lewis1,2,1,alexandersanchez.exemplars1,14045107
4,29,pretest,nichols1rt,3970,1,alexandersanchez.exemplars1,14045107
4,29,pretest,nichols1,2,1,alexandersanchez.exemplars1,14045107
4,30,pretest,mj1rt,2742,1,alexandersanchez.exemplars1,14045107
4,30,pretest,mj1,1,1,alexandersanchez.exemplars1,14045107
4,31,pretest,mj_rrt,3274,1,alexandersanchez.exemplars1,14045107
4,31,pretest,mj_r,34,1,alexandersanchez.exemplars1,14045107
4,32,pretest,mcveigh1rt,4127,1,alexandersanchez.exemplars1,14045107
4,32,pretest,mcveigh1,2,1,alexandersanchez.exemplars1,14045107
4,33,pretest,bryant1rt,3450,1,alexandersanchez.exemplars1,14045107
4,33,pretest,bryant1,1,1,alexandersanchez.exemplars1,14045107
4,34,pretest,bryant_rrt,1725,1,alexandersanchez.exemplars1,14045107
4,34,pretest,bryant_r,49,1,alexandersanchez.exemplars1,14045107
4,35,pretest,cosby1rt,3411,1,alexandersanchez.exemplars1,14045107
4,35,pretest,cosby1,1,1,alexandersanchez.exemplars1,14045107
4,36,pretest,cosby_rrt,2253,1,alexandersanchez.exemplars1,14045107
4,36,pretest,cosby_r,-85,1,alexandersanchez.exemplars1,14045107
4,37,pretest,ali1rt,2732,1,alexandersanchez.exemplars1,14045107
4,37,pretest,ali1,1,1,alexandersanchez.exemplars1,14045107
4,38,pretest,ali_rrt,1423,1,alexandersanchez.exemplars1,14045107
4,38,pretest,ali_r,60,1,alexandersanchez.exemplars1,14045107
4,39,pretest,perry1rt,7952,1,alexandersanchez.exemplars1,14045107
4,39,pretest,perry1,1,1,alexandersanchez.exemplars1,14045107
4,40,pretest,perry_rrt,1592,1,alexandersanchez.exemplars1,14045107
4,40,pretest,perry_r,41,1,alexandersanchez.exemplars1,14045107
4,41,pretest,lauer1rt,4794,1,alexandersanchez.exemplars1,14045107
4,41,pretest,lauer1,2,1,alexandersanchez.exemplars1,14045107
4,42,pretest,murphy1rt,3916,1,alexandersanchez.exemplars1,14045107
4,42,pretest,murphy1,1,1,alexandersanchez.exemplars1,14045107
4,43,pretest,murphy_rrt,2693,1,alexandersanchez.exemplars1,14045107
4,43,pretest,murphy_r,43,1,alexandersanchez.exemplars1,14045107
4,44,pretest,bezos1rt,4100,1,alexandersanchez.exemplars1,14045107
4,44,pretest,bezos1,1,1,alexandersanchez.exemplars1,14045107
4,45,pretest,bezos_rrt,2463,1,alexandersanchez.exemplars1,14045107
4,45,pretest,bezos_r,-100,1,alexandersanchez.exemplars1,14045107
4,46,pretest,foxx1rt,2824,1,alexandersanchez.exemplars1,14045107
4,46,pretest,foxx1,1,1,alexandersanchez.exemplars1,14045107
4,47,pretest,foxx_rrt,2776,1,alexandersanchez.exemplars1,14045107
4,47,pretest,foxx_r,44,1,alexandersanchez.exemplars1,14045107
4,48,pretest,dahmer1rt,15646,1,alexandersanchez.exemplars1,14045107
4,48,pretest,dahmer1,1,1,alexandersanchez.exemplars1,14045107
4,49,pretest,dahmer_rrt,5354,1,alexandersanchez.exemplars1,14045107
4,49,pretest,dahmer_r,-100,1,alexandersanchez.exemplars1,14045107
4,50,pretest,weinstein1rt,18330,1,alexandersanchez.exemplars1,14045107
4,50,pretest,weinstein1,1,1,alexandersanchez.exemplars1,14045107
4,51,pretest,weinstein_rrt,3747,1,alexandersanchez.exemplars1,14045107
4,51,pretest,weinstein_r,-100,1,alexandersanchez.exemplars1,14045107
4,52,pretest,epstein1rt,4474,1,alexandersanchez.exemplars1,14045107
4,52,pretest,epstein1,1,1,alexandersanchez.exemplars1,14045107
4,53,pretest,epstein_rrt,2358,1,alexandersanchez.exemplars1,14045107
4,53,pretest,epstein_r,-99,1,alexandersanchez.exemplars1,14045107
4,54,pretest,woods1rt,4224,1,alexandersanchez.exemplars1,14045107
4,54,pretest,woods1,1,1,alexandersanchez.exemplars1,14045107
4,55,pretest,woods_rrt,1879,1,alexandersanchez.exemplars1,14045107
4,55,pretest,woods_r,12,1,alexandersanchez.exemplars1,14045107
4,56,pretest,hines1rt,3217,1,alexandersanchez.exemplars1,14045107
4,56,pretest,hines1,2,1,alexandersanchez.exemplars1,14045107
4,57,pretest,freeman1rt,3037,1,alexandersanchez.exemplars1,14045107
4,57,pretest,freeman1,1,1,alexandersanchez.exemplars1,14045107
4,58,pretest,freeman_rrt,1900,1,alexandersanchez.exemplars1,14045107
4,58,pretest,freeman_r,94,1,alexandersanchez.exemplars1,14045107
4,59,pretest,dillinger1rt,4805,1,alexandersanchez.exemplars1,14045107
4,59,pretest,dillinger1,2,1,alexandersanchez.exemplars1,14045107
4,60,pretest,baldwin1rt,2588,1,alexandersanchez.exemplars1,14045107
4,60,pretest,baldwin1,1,1,alexandersanchez.exemplars1,14045107
4,61,pretest,baldwin_rrt,2536,1,alexandersanchez.exemplars1,14045107
4,61,pretest,baldwin_r,-2,1,alexandersanchez.exemplars1,14045107
4,62,pretest,sheen1rt,3433,1,alexandersanchez.exemplars1,14045107
4,62,pretest,sheen1,1,1,alexandersanchez.exemplars1,14045107
4,63,pretest,sheen_rrt,2656,1,alexandersanchez.exemplars1,14045107
4,63,pretest,sheen_r,-24,1,alexandersanchez.exemplars1,14045107
4,64,pretest,mlk1rt,3310,1,alexandersanchez.exemplars1,14045107
4,64,pretest,mlk1,1,1,alexandersanchez.exemplars1,14045107
4,65,pretest,mlk_rrt,2690,1,alexandersanchez.exemplars1,14045107
4,65,pretest,mlk_r,99,1,alexandersanchez.exemplars1,14045107
4,66,pretest,shkreli1rt,3908,1,alexandersanchez.exemplars1,14045107
4,66,pretest,shkreli1,1,1,alexandersanchez.exemplars1,14045107
4,67,pretest,shkreli_rrt,2074,1,alexandersanchez.exemplars1,14045107
4,67,pretest,shkreli_r,-88,1,alexandersanchez.exemplars1,14045107
4,68,pretest,kaczynski1rt,5320,1,alexandersanchez.exemplars1,14045107
4,68,pretest,kaczynski1,2,1,alexandersanchez.exemplars1,14045107
7,69,exp,thermoWhitert,12220,1,alexandersanchez.exemplars1,14045107
7,69,exp,thermoWhite,0,1,alexandersanchez.exemplars1,14045107
7,70,exp,thermoBlackrt,6813,1,alexandersanchez.exemplars1,14045107
7,70,exp,thermoBlack,7,1,alexandersanchez.exemplars1,14045107
12,1000,race_iat,block3Cond,"Black Names/Unpleasant Words,White Names/Pleasant Words",1,alexandersanchez.exemplars1,14045107
12,1001,race_iat,feedback,Your responses suggested a slight automatic association of Pleasant Words with Black Names and Unpleasant Words with White Names.,1,alexandersanchez.exemplars1,14045107
12,1002,race_iat,d,0.32,1,alexandersanchez.exemplars1,14045107
1,0,consent,userconsent,TRUE,1,alexandersanchez.exemplars1,14045130
1,0,consent,userconsentrt,121715,1,alexandersanchez.exemplars1,14045130
1,0,consent,userconsentrt,15985,1,alexandersanchez.exemplars1,14045158
1,0,consent,userconsent,TRUE,1,alexandersanchez.exemplars1,14045158
2,1,realstart,commit,I will complete this study with my full attention,1,alexandersanchez.exemplars1,14045158
2,1,realstart,commitrt,25020,1,alexandersanchez.exemplars1,14045158
4,2,pretest,manson1rt,4505,1,alexandersanchez.exemplars1,14045158
4,2,pretest,manson1,2,1,alexandersanchez.exemplars1,14045158
4,3,pretest,rock1,2,1,alexandersanchez.exemplars1,14045158
4,3,pretest,rock1rt,2696,1,alexandersanchez.exemplars1,14045158
4,4,pretest,bundy1rt,3049,1,alexandersanchez.exemplars1,14045158
4,4,pretest,bundy1,2,1,alexandersanchez.exemplars1,14045158
4,5,pretest,harvey1rt,3281,1,alexandersanchez.exemplars1,14045158
4,5,pretest,harvey1,2,1,alexandersanchez.exemplars1,14045158
4,6,pretest,sheen1rt,2330,1,alexandersanchez.exemplars1,14045158
4,6,pretest,sheen1,2,1,alexandersanchez.exemplars1,14045158
4,7,pretest,ck1rt,2035,1,alexandersanchez.exemplars1,14045158
4,7,pretest,ck1,2,1,alexandersanchez.exemplars1,14045158
4,8,pretest,oswald1rt,2811,1,alexandersanchez.exemplars1,14045158
4,8,pretest,oswald1,2,1,alexandersanchez.exemplars1,14045158
4,9,pretest,mj1rt,2297,1,alexandersanchez.exemplars1,14045158
4,9,pretest,mj1,1,1,alexandersanchez.exemplars1,14045158
4,10,pretest,mj_r,66,1,alexandersanchez.exemplars1,14045158
4,10,pretest,mj_rrt,6579,1,alexandersanchez.exemplars1,14045158
4,11,pretest,capone1rt,4078,1,alexandersanchez.exemplars1,14045158
4,11,pretest,capone1,2,1,alexandersanchez.exemplars1,14045158
4,12,pretest,bezos1rt,2431,1,alexandersanchez.exemplars1,14045158
4,12,pretest,bezos1,2,1,alexandersanchez.exemplars1,14045158
4,13,pretest,madoff1rt,2754,1,alexandersanchez.exemplars1,14045158
4,13,pretest,madoff1,2,1,alexandersanchez.exemplars1,14045158
4,14,pretest,dahmer1rt,3451,1,alexandersanchez.exemplars1,14045158
4,14,pretest,dahmer1,2,1,alexandersanchez.exemplars1,14045158
4,15,pretest,samuel1rt,3495,1,alexandersanchez.exemplars1,14045158
4,15,pretest,samuel1,2,1,alexandersanchez.exemplars1,14045158
4,16,pretest,lewis1rt,4303,1,alexandersanchez.exemplars1,14045158
4,16,pretest,lewis1,2,1,alexandersanchez.exemplars1,14045158
4,17,pretest,smith1rt,2239,1,alexandersanchez.exemplars1,14045158
4,17,pretest,smith1,1,1,alexandersanchez.exemplars1,14045158
4,18,pretest,smith_rrt,2992,1,alexandersanchez.exemplars1,14045158
4,18,pretest,smith_r,89,1,alexandersanchez.exemplars1,14045158
4,19,pretest,weinstein1rt,2648,1,alexandersanchez.exemplars1,14045158
4,19,pretest,weinstein1,2,1,alexandersanchez.exemplars1,14045158
4,20,pretest,kaczynski1rt,3478,1,alexandersanchez.exemplars1,14045158
4,20,pretest,kaczynski1,2,1,alexandersanchez.exemplars1,14045158
4,21,pretest,powell1rt,3819,1,alexandersanchez.exemplars1,14045158
4,21,pretest,powell1,2,1,alexandersanchez.exemplars1,14045158
4,22,pretest,hines1rt,4084,1,alexandersanchez.exemplars1,14045158
4,22,pretest,hines1,2,1,alexandersanchez.exemplars1,14045158
4,23,pretest,murphy1rt,3662,1,alexandersanchez.exemplars1,14045158
4,23,pretest,murphy1,2,1,alexandersanchez.exemplars1,14045158
4,24,pretest,nichols1,2,1,alexandersanchez.exemplars1,14045158
4,24,pretest,nichols1rt,3772,1,alexandersanchez.exemplars1,14045158
4,25,pretest,cosby1rt,9763,1,alexandersanchez.exemplars1,14045158
4,25,pretest,cosby1,2,1,alexandersanchez.exemplars1,14045158
4,26,pretest,bryant1rt,3315,1,alexandersanchez.exemplars1,14045158
4,26,pretest,bryant1,1,1,alexandersanchez.exemplars1,14045158
4,27,pretest,bryant_rrt,2247,1,alexandersanchez.exemplars1,14045158
4,27,pretest,bryant_r,93,1,alexandersanchez.exemplars1,14045158
4,28,pretest,perry1rt,4980,1,alexandersanchez.exemplars1,14045158
4,28,pretest,perry1,2,1,alexandersanchez.exemplars1,14045158
4,29,pretest,mcveigh1rt,7148,1,alexandersanchez.exemplars1,14045158
4,29,pretest,mcveigh1,2,1,alexandersanchez.exemplars1,14045158
4,30,pretest,jackson1rt,3396,1,alexandersanchez.exemplars1,14045158
4,30,pretest,jackson1,1,1,alexandersanchez.exemplars1,14045158
4,31,pretest,jackson_rrt,1861,1,alexandersanchez.exemplars1,14045158
4,31,pretest,jackson_r,43,1,alexandersanchez.exemplars1,14045158
4,32,pretest,freeman1rt,3775,1,alexandersanchez.exemplars1,14045158
4,32,pretest,freeman1,1,1,alexandersanchez.exemplars1,14045158
4,33,pretest,freeman_rrt,1982,1,alexandersanchez.exemplars1,14045158
4,33,pretest,freeman_r,30,1,alexandersanchez.exemplars1,14045158
4,34,pretest,gotti1rt,8209,1,alexandersanchez.exemplars1,14045158
4,34,pretest,gotti1,2,1,alexandersanchez.exemplars1,14045158
4,35,pretest,lauer1rt,4282,1,alexandersanchez.exemplars1,14045158
4,35,pretest,lauer1,2,1,alexandersanchez.exemplars1,14045158
4,36,pretest,foxx1,1,1,alexandersanchez.exemplars1,14045158
4,36,pretest,foxx1rt,5019,1,alexandersanchez.exemplars1,14045158
4,37,pretest,foxx_r,1,1,alexandersanchez.exemplars1,14045158
4,37,pretest,foxx_rrt,1829,1,alexandersanchez.exemplars1,14045158
4,38,pretest,shkreli1rt,3824,1,alexandersanchez.exemplars1,14045158
4,38,pretest,shkreli1,2,1,alexandersanchez.exemplars1,14045158
4,39,pretest,epstein1,1,1,alexandersanchez.exemplars1,14045158
4,39,pretest,epstein1rt,4135,1,alexandersanchez.exemplars1,14045158
4,40,pretest,epstein_r,0,1,alexandersanchez.exemplars1,14045158
4,40,pretest,epstein_rrt,2077,1,alexandersanchez.exemplars1,14045158
4,41,pretest,baldwin1rt,3288,1,alexandersanchez.exemplars1,14045158
4,41,pretest,baldwin1,2,1,alexandersanchez.exemplars1,14045158
4,42,pretest,stern1,2,1,alexandersanchez.exemplars1,14045158
4,42,pretest,stern1rt,4493,1,alexandersanchez.exemplars1,14045158
4,43,pretest,ali1rt,3952,1,alexandersanchez.exemplars1,14045158
4,43,pretest,ali1,2,1,alexandersanchez.exemplars1,14045158
4,44,pretest,woods1,1,1,alexandersanchez.exemplars1,14045158
4,44,pretest,woods1rt,3656,1,alexandersanchez.exemplars1,14045158
4,45,pretest,woods_r,7,1,alexandersanchez.exemplars1,14045158
4,45,pretest,woods_rrt,2047,1,alexandersanchez.exemplars1,14045158
4,46,pretest,mlk1rt,4000,1,alexandersanchez.exemplars1,14045158
4,46,pretest,mlk1,1,1,alexandersanchez.exemplars1,14045158
4,47,pretest,mlk_rrt,2723,1,alexandersanchez.exemplars1,14045158
4,47,pretest,mlk_r,89,1,alexandersanchez.exemplars1,14045158
4,48,pretest,dillinger1rt,3620,1,alexandersanchez.exemplars1,14045158
4,48,pretest,dillinger1,2,1,alexandersanchez.exemplars1,14045158
4,49,pretest,wonder1,2,1,alexandersanchez.exemplars1,14045158
4,49,pretest,wonder1rt,5911,1,alexandersanchez.exemplars1,14045158
4,50,pretest,denzel1rt,9599,1,alexandersanchez.exemplars1,14045158
4,50,pretest,denzel1,2,1,alexandersanchez.exemplars1,14045158
7,51,exp,thermoBlackrt,8073,1,alexandersanchez.exemplars1,14045158
7,51,exp,thermoBlack,0,1,alexandersanchez.exemplars1,14045158
7,52,exp,thermoWhite,-6,1,alexandersanchez.exemplars1,14045158
7,52,exp,thermoWhitert,7426,1,alexandersanchez.exemplars1,14045158
12,1000,race_iat,block3Cond,"White Names/Unpleasant Words,Black Names/Pleasant Words",1,alexandersanchez.exemplars1,14045158
12,1001,race_iat,feedback,Your responses suggested a slight automatic association of Pleasant Words with Black Names and Unpleasant Words with White Names.,1,alexandersanchez.exemplars1,14045158
12,1002,race_iat,d,0.22,1,alexandersanchez.exemplars1,14045158
1,0,consent,userconsent,TRUE,1,alexandersanchez.exemplars1,14045162
1,0,consent,userconsentrt,13189,1,alexandersanchez.exemplars1,14045162
2,1,realstart,commit,I will complete this study with my full attention,1,alexandersanchez.exemplars1,14045162
2,1,realstart,commitrt,22773,1,alexandersanchez.exemplars1,14045162
4,2,pretest,jackson1rt,4357,1,alexandersanchez.exemplars1,14045162
4,2,pretest,jackson1,2,1,alexandersanchez.exemplars1,14045162
4,3,pretest,baldwin1rt,2012,1,alexandersanchez.exemplars1,14045162
4,3,pretest,baldwin1,2,1,alexandersanchez.exemplars1,14045162
4,4,pretest,weinstein1rt,2262,1,alexandersanchez.exemplars1,14045162
4,4,pretest,weinstein1,1,1,alexandersanchez.exemplars1,14045162
4,5,pretest,weinstein_rrt,5601,1,alexandersanchez.exemplars1,14045162
4,5,pretest,weinstein_r,-98,1,alexandersanchez.exemplars1,14045162
4,6,pretest,powell1rt,7896,1,alexandersanchez.exemplars1,14045162
4,6,pretest,powell1,2,1,alexandersanchez.exemplars1,14045162
4,7,pretest,woods1rt,2729,1,alexandersanchez.exemplars1,14045162
4,7,pretest,woods1,1,1,alexandersanchez.exemplars1,14045162
4,8,pretest,woods_rrt,2436,1,alexandersanchez.exemplars1,14045162
4,8,pretest,woods_r,32,1,alexandersanchez.exemplars1,14045162
4,9,pretest,epstein1rt,3294,1,alexandersanchez.exemplars1,14045162
4,9,pretest,epstein1,1,1,alexandersanchez.exemplars1,14045162
4,10,pretest,epstein_rrt,1965,1,alexandersanchez.exemplars1,14045162
4,10,pretest,epstein_r,-100,1,alexandersanchez.exemplars1,14045162
4,11,pretest,foxx1rt,7447,1,alexandersanchez.exemplars1,14045162
4,11,pretest,foxx1,2,1,alexandersanchez.exemplars1,14045162
4,12,pretest,perry1rt,9794,1,alexandersanchez.exemplars1,14045162
4,12,pretest,perry1,2,1,alexandersanchez.exemplars1,14045162
4,13,pretest,lewis1rt,1837,1,alexandersanchez.exemplars1,14045162
4,13,pretest,lewis1,2,1,alexandersanchez.exemplars1,14045162
4,14,pretest,stern1rt,2630,1,alexandersanchez.exemplars1,14045162
4,14,pretest,stern1,1,1,alexandersanchez.exemplars1,14045162
4,15,pretest,stern_rrt,22005,1,alexandersanchez.exemplars1,14045162
4,15,pretest,stern_r,-86,1,alexandersanchez.exemplars1,14045162
4,16,pretest,shkreli1rt,1816,1,alexandersanchez.exemplars1,14045162
4,16,pretest,shkreli1,2,1,alexandersanchez.exemplars1,14045162
4,17,pretest,cosby1rt,2293,1,alexandersanchez.exemplars1,14045162
4,17,pretest,cosby1,1,1,alexandersanchez.exemplars1,14045162
4,18,pretest,cosby_rrt,1894,1,alexandersanchez.exemplars1,14045162
4,18,pretest,cosby_r,-100,1,alexandersanchez.exemplars1,14045162
4,19,pretest,harvey1rt,3083,1,alexandersanchez.exemplars1,14045162
4,19,pretest,harvey1,1,1,alexandersanchez.exemplars1,14045162
4,20,pretest,harvey_rrt,1758,1,alexandersanchez.exemplars1,14045162
4,20,pretest,harvey_r,62,1,alexandersanchez.exemplars1,14045162
4,21,pretest,mj1rt,2021,1,alexandersanchez.exemplars1,14045162
4,21,pretest,mj1,1,1,alexandersanchez.exemplars1,14045162
4,22,pretest,mj_rrt,2727,1,alexandersanchez.exemplars1,14045162
4,22,pretest,mj_r,2,1,alexandersanchez.exemplars1,14045162
4,23,pretest,manson1rt,2260,1,alexandersanchez.exemplars1,14045162
4,23,pretest,manson1,1,1,alexandersanchez.exemplars1,14045162
4,24,pretest,manson_rrt,2463,1,alexandersanchez.exemplars1,14045162
4,24,pretest,manson_r,-100,1,alexandersanchez.exemplars1,14045162
4,25,pretest,hines1rt,2216,1,alexandersanchez.exemplars1,14045162
4,25,pretest,hines1,2,1,alexandersanchez.exemplars1,14045162
4,26,pretest,mlk1rt,1896,1,alexandersanchez.exemplars1,14045162
4,26,pretest,mlk1,1,1,alexandersanchez.exemplars1,14045162
4,27,pretest,mlk_rrt,1400,1,alexandersanchez.exemplars1,14045162
4,27,pretest,mlk_r,100,1,alexandersanchez.exemplars1,14045162
4,28,pretest,oswald1rt,3082,1,alexandersanchez.exemplars1,14045162
4,28,pretest,oswald1,1,1,alexandersanchez.exemplars1,14045162
4,29,pretest,oswald_rrt,2367,1,alexandersanchez.exemplars1,14045162
4,29,pretest,oswald_r,-100,1,alexandersanchez.exemplars1,14045162
4,30,pretest,murphy1rt,1878,1,alexandersanchez.exemplars1,14045162
4,30,pretest,murphy1,1,1,alexandersanchez.exemplars1,14045162
4,31,pretest,murphy_rrt,1718,1,alexandersanchez.exemplars1,14045162
4,31,pretest,murphy_r,100,1,alexandersanchez.exemplars1,14045162
4,32,pretest,nichols1rt,2136,1,alexandersanchez.exemplars1,14045162
4,32,pretest,nichols1,2,1,alexandersanchez.exemplars1,14045162
4,33,pretest,madoff1rt,3327,1,alexandersanchez.exemplars1,14045162
4,33,pretest,madoff1,1,1,alexandersanchez.exemplars1,14045162
4,34,pretest,madoff_rrt,1642,1,alexandersanchez.exemplars1,14045162
4,34,pretest,madoff_r,-100,1,alexandersanchez.exemplars1,14045162
4,35,pretest,dillinger1,2,1,alexandersanchez.exemplars1,14045162
4,35,pretest,dillinger1rt,3152,1,alexandersanchez.exemplars1,14045162
4,36,pretest,lauer1rt,4366,1,alexandersanchez.exemplars1,14045162
4,36,pretest,lauer1,1,1,alexandersanchez.exemplars1,14045162
4,37,pretest,lauer_rrt,2379,1,alexandersanchez.exemplars1,14045162
4,37,pretest,lauer_r,0,1,alexandersanchez.exemplars1,14045162
4,38,pretest,ck1rt,1906,1,alexandersanchez.exemplars1,14045162
4,38,pretest,ck1,2,1,alexandersanchez.exemplars1,14045162
4,39,pretest,dahmer1rt,7017,1,alexandersanchez.exemplars1,14045162
4,39,pretest,dahmer1,1,1,alexandersanchez.exemplars1,14045162
4,40,pretest,dahmer_rrt,1830,1,alexandersanchez.exemplars1,14045162
4,40,pretest,dahmer_r,-100,1,alexandersanchez.exemplars1,14045162
4,41,pretest,freeman1rt,1690,1,alexandersanchez.exemplars1,14045162
4,41,pretest,freeman1,1,1,alexandersanchez.exemplars1,14045162
4,42,pretest,freeman_rrt,1388,1,alexandersanchez.exemplars1,14045162
4,42,pretest,freeman_r,100,1,alexandersanchez.exemplars1,14045162
4,43,pretest,rock1rt,17395,1,alexandersanchez.exemplars1,14045162
4,43,pretest,rock1,2,1,alexandersanchez.exemplars1,14045162
4,44,pretest,wonder1rt,3862,1,alexandersanchez.exemplars1,14045162
4,44,pretest,wonder1,1,1,alexandersanchez.exemplars1,14045162
4,45,pretest,wonder_rrt,1898,1,alexandersanchez.exemplars1,14045162
4,45,pretest,wonder_r,100,1,alexandersanchez.exemplars1,14045162
4,46,pretest,kaczynski1rt,5662,1,alexandersanchez.exemplars1,14045162
4,46,pretest,kaczynski1,2,1,alexandersanchez.exemplars1,14045162
4,47,pretest,smith1rt,1828,1,alexandersanchez.exemplars1,14045162
4,47,pretest,smith1,1,1,alexandersanchez.exemplars1,14045162
4,48,pretest,smith_r,100,1,alexandersanchez.exemplars1,14045162
4,48,pretest,smith_rrt,1253,1,alexandersanchez.exemplars1,14045162
4,49,pretest,denzel1rt,2543,1,alexandersanchez.exemplars1,14045162
4,49,pretest,denzel1,1,1,alexandersanchez.exemplars1,14045162
4,50,pretest,denzel_r,0,1,alexandersanchez.exemplars1,14045162
4,50,pretest,denzel_rrt,1131,1,alexandersanchez.exemplars1,14045162
4,51,pretest,bundy1rt,2999,1,alexandersanchez.exemplars1,14045162
4,51,pretest,bundy1,1,1,alexandersanchez.exemplars1,14045162
4,52,pretest,bundy_r,-100,1,alexandersanchez.exemplars1,14045162
4,52,pretest,bundy_rrt,1532,1,alexandersanchez.exemplars1,14045162
4,53,pretest,bezos1rt,1513,1,alexandersanchez.exemplars1,14045162
4,53,pretest,bezos1,1,1,alexandersanchez.exemplars1,14045162
4,54,pretest,bezos_rrt,2620,1,alexandersanchez.exemplars1,14045162
4,54,pretest,bezos_r,-51,1,alexandersanchez.exemplars1,14045162
4,55,pretest,ali1rt,1655,1,alexandersanchez.exemplars1,14045162
4,55,pretest,ali1,1,1,alexandersanchez.exemplars1,14045162
4,56,pretest,ali_r,79,1,alexandersanchez.exemplars1,14045162
4,56,pretest,ali_rrt,1387,1,alexandersanchez.exemplars1,14045162
4,57,pretest,bryant1,1,1,alexandersanchez.exemplars1,14045162
4,57,pretest,bryant1rt,1652,1,alexandersanchez.exemplars1,14045162
4,58,pretest,bryant_r,-2,1,alexandersanchez.exemplars1,14045162
4,58,pretest,bryant_rrt,1773,1,alexandersanchez.exemplars1,14045162
4,59,pretest,samuel1rt,1806,1,alexandersanchez.exemplars1,14045162
4,59,pretest,samuel1,1,1,alexandersanchez.exemplars1,14045162
4,60,pretest,samuel_rrt,1374,1,alexandersanchez.exemplars1,14045162
4,60,pretest,samuel_r,53,1,alexandersanchez.exemplars1,14045162
4,61,pretest,capone1rt,2845,1,alexandersanchez.exemplars1,14045162
4,61,pretest,capone1,1,1,alexandersanchez.exemplars1,14045162
4,62,pretest,capone_rrt,2007,1,alexandersanchez.exemplars1,14045162
4,62,pretest,capone_r,-95,1,alexandersanchez.exemplars1,14045162
4,63,pretest,sheen1,1,1,alexandersanchez.exemplars1,14045162
4,63,pretest,sheen1rt,1501,1,alexandersanchez.exemplars1,14045162
4,64,pretest,sheen_rrt,2321,1,alexandersanchez.exemplars1,14045162
4,64,pretest,sheen_r,-2,1,alexandersanchez.exemplars1,14045162
4,65,pretest,mcveigh1rt,2115,1,alexandersanchez.exemplars1,14045162
4,65,pretest,mcveigh1,2,1,alexandersanchez.exemplars1,14045162
4,66,pretest,gotti1,2,1,alexandersanchez.exemplars1,14045162
4,66,pretest,gotti1rt,2143,1,alexandersanchez.exemplars1,14045162
7,67,exp,thermoWhitert,11237,1,alexandersanchez.exemplars1,14045162
7,67,exp,thermoWhite,37,1,alexandersanchez.exemplars1,14045162
7,68,exp,thermoBlackrt,2177,1,alexandersanchez.exemplars1,14045162
7,68,exp,thermoBlack,24,1,alexandersanchez.exemplars1,14045162
12,1000,race_iat,block3Cond,"White Names/Unpleasant Words,Black Names/Pleasant Words",1,alexandersanchez.exemplars1,14045162
12,1001,race_iat,feedback,Your responses suggested a strong automatic association of Pleasant Words with White Names and Unpleasant Words with Black Names.,1,alexandersanchez.exemplars1,14045162
